day_index,date_iso,day_type,step,P_load_kW,P_pv_kW
6,2025-09-11,working,4,16.853,0.0
6,2025-09-11,working,5,17.744055555555555,0.0
6,2025-09-11,working,6,17.537666666666667,0.0
6,2025-09-11,working,7,17.540666666666667,0.0
6,2025-09-11,working,8,18.263944444444444,0.0
6,2025-09-11,working,9,18.39822222222222,0.0
6,2025-09-11,working,10,17.478,0.0
6,2025-09-11,working,11,18.01688888888889,0.0
6,2025-09-11,working,12,17.392888888888887,0.0
6,2025-09-11,working,13,17.140888888888888,0.0
6,2025-09-11,working,14,16.552555555555557,0.0
6,2025-09-11,working,15,17.217166666666667,0.0
6,2025-09-11,working,16,19.135388888888887,0.0
6,2025-09-11,working,17,19.984944444444444,0.0
6,2025-09-11,working,18,20.082722222222223,0.0
6,2025-09-11,working,19,19.185277777777777,0.0
6,2025-09-11,working,20,16.909333333333333,0.0
6,2025-09-11,working,21,14.193722222222222,0.0
6,2025-09-11,working,22,13.743555555555556,0.0
6,2025-09-11,working,23,14.921166666666666,0.1742857142857143
6,2025-09-11,working,24,13.66738888888889,2.1799354838709677
6,2025-09-11,working,25,16.962722222222222,6.577500000000001
6,2025-09-11,working,26,16.190444444444445,13.445972222222222
6,2025-09-11,working,27,14.596777777777778,13.138173076923076
6,2025-09-11,working,28,28.078944444444446,25.27191489361702
6,2025-09-11,working,29,378.41783333333336,31.581
6,2025-09-11,working,30,658.190388888889,40.06633333333333
6,2025-09-11,working,31,692.2737777777778,52.65470149253732
6,2025-09-11,working,32,729.5011666666667,61.175065789473685
6,2025-09-11,working,33,726.9261111111111,77.94924999999999
6,2025-09-11,working,34,663.973,93.60100000000001
6,2025-09-11,working,35,672.9081111111111,103.9558064516129
6,2025-09-11,working,36,706.8757777777778,110.29571428571428
6,2025-09-11,working,37,669.8132777777778,111.02142857142856
6,2025-09-11,working,38,655.3969444444444,110.062
6,2025-09-11,working,39,678.18,113.97597701149425
6,2025-09-11,working,40,629.0183888888889,121.80740740740741
6,2025-09-11,working,41,647.3167777777778,132.13229357798164
6,2025-09-11,working,42,732.3244444444445,163.28753012048193
6,2025-09-11,working,43,651.7365555555556,217.866582278481
6,2025-09-11,working,44,704.4773888888889,249.6261344537815
6,2025-09-11,working,45,742.1195555555555,270.89858407079646
6,2025-09-11,working,46,728.4745555555556,292.86402173913046
6,2025-09-11,working,47,762.2905000000001,286.47006896551727
6,2025-09-11,working,48,527.3218888888889,333.2196363636363
6,2025-09-11,working,49,511.2832222222222,335.1382608695652
6,2025-09-11,working,50,536.4894444444445,311.4122727272727
6,2025-09-11,working,51,541.7362777777778,279.7221568627451
6,2025-09-11,working,52,562.805,264.33
6,2025-09-11,working,53,582.8020555555555,287.8410256410256
6,2025-09-11,working,54,660.3286111111111,257.574025974026
6,2025-09-11,working,55,679.4453888888888,205.17185430463576
6,2025-09-11,working,56,701.2582777777778,175.5753409090909
6,2025-09-11,working,57,689.1697777777778,159.02256097560976
6,2025-09-11,working,58,707.7218333333333,142.75747474747473
6,2025-09-11,working,59,633.2298333333333,144.85495495495496
6,2025-09-11,working,60,572.9099444444444,195.51191011235957
6,2025-09-11,working,61,575.3957777777778,278.44793749999997
6,2025-09-11,working,62,588.5641111111111,313.33054054054054
6,2025-09-11,working,63,600.9543333333334,270.1632911392405
6,2025-09-11,working,64,595.0836111111112,215.78238095238095
6,2025-09-11,working,65,578.9486111111111,173.87124999999997
6,2025-09-11,working,66,406.75211111111116,135.54564285714287
6,2025-09-11,working,67,225.65755555555555,79.68703703703703
6,2025-09-11,working,68,18.03311111111111,15.29923076923077
6,2025-09-11,working,69,15.223277777777778,13.808173076923076
6,2025-09-11,working,70,13.877944444444445,12.28723880597015
6,2025-09-11,working,71,16.983666666666668,8.677278106508876
6,2025-09-11,working,72,19.28011111111111,0.3933333333333333
6,2025-09-11,working,73,18.831618497109826,0.0
6,2025-09-11,working,74,19.647444444444446,0.0
6,2025-09-11,working,75,14.265277777777778,0.0
6,2025-09-11,working,76,14.489166666666668,0.0
6,2025-09-11,working,77,15.585388888888888,0.0
6,2025-09-11,working,78,16.55661111111111,0.0
6,2025-09-11,working,79,17.28538888888889,0.0
6,2025-09-11,working,80,16.006055555555555,0.0
6,2025-09-11,working,81,17.132055555555556,0.0
6,2025-09-11,working,82,17.008563535911602,0.0
6,2025-09-11,working,83,15.720555555555555,0.0
6,2025-09-11,working,84,13.549000000000001,0.0
6,2025-09-11,working,85,15.282277777777777,0.0
6,2025-09-11,working,86,14.238882681564247,0.0
6,2025-09-11,working,87,14.263055555555555,0.0
6,2025-09-11,working,88,15.609226519337016,0.0
6,2025-09-11,working,89,16.241944444444446,0.0
6,2025-09-11,working,90,17.4136312849162,0.0
6,2025-09-11,working,91,15.096906077348066,0.0
6,2025-09-11,working,92,14.186444444444444,0.0
6,2025-09-11,working,93,16.697444444444443,0.0
6,2025-09-11,working,94,14.913,0.0
6,2025-09-11,working,95,14.381555555555554,0.0
7,2025-09-12,working,0,16.5783850931677,0.0
7,2025-09-12,working,1,14.925333333333333,0.0
7,2025-09-12,working,2,14.989833333333333,0.0
7,2025-09-12,working,3,15.81288888888889,0.0
7,2025-09-12,working,4,17.003333333333334,0.0
7,2025-09-12,working,5,15.5985,0.0
7,2025-09-12,working,6,16.220055555555557,0.0
7,2025-09-12,working,7,18.035888888888888,0.0
7,2025-09-12,working,8,15.986222222222223,0.0
7,2025-09-12,working,9,15.142111111111111,0.0
7,2025-09-12,working,10,12.567222222222222,0.0
7,2025-09-12,working,11,11.743666666666668,0.0
7,2025-09-12,working,12,12.082777777777778,0.0
